period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.00873,0.97,1.13,0.64,20,0.5761
+1q,1.43179,1.28573,1.63,0.95,20,0.5071
0y,6.14891,6.0,6.74616,4.2,23,0.46400002
+1y,8.04468,5.518,9.50177,6.14891,24,0.3083
