period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.50634,0.49598,0.52,0.65,19,-0.221
+1q,0.82457,0.75,0.89,0.92,19,-0.1037
0y,2.78118,2.52,2.95,2.59,25,0.0738
+1y,3.17092,3.01,3.35,2.78118,22,0.1401
