period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4993737610,4905918710,5061000000,18,5218000000,-0.043
+1q,5729453510,5599158320,5938100000,14,6113000000,-0.0627
0y,21941160730,21371033690,22275000000,22,21747000000,0.0089
+1y,23094076850,22263229970,24095000000,20,21941160730,0.0525
