address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio
Spitalstrasse 5,Schaffhausen,8200,Switzerland,41 52 580 96 00,https://www.aptiv.com,Auto Parts,auto-parts,Auto Parts,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Aptiv PLC, an industrial technology company, provides hardware and software solutions to support automotive and other industries in North America, Europe, the Middle East, Africa, the Asia Pacific, and South America. It operates through three segments: Advanced Safety and User Experience, Engineered Components, and Electrical Distribution Systems. The company offers active safety, user experience and smart vehicle compute, and software products for vehicle safety and security, including intelligent sensors, compute platforms, and software tools and services. It also provides connection systems, interconnects, and cable management and protection solutions for the distribution of power, signal, and data. Aptiv PLC was incorporated in 2011 and is based in Schaffhausen, Switzerland.",140000,"[{'maxAge': 1, 'name': 'Mr. Joseph R. Massaro', 'age': 55, 'title': 'Vice Chair & President of Engineered Components Group', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 3210600, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Varun  Laroyia', 'age': 53, 'title': 'Executive VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 2902478, 'exercisedValue': 0, 'unexercisedValue': 0}]",8,8,6,8,8,1775001600,1767139200,[],86400,2,60.36,59.84,57.8501,59.67,60.36,59.84,57.8501,59.67,1580774400,0.0,1.16,1.511,77.88,6.327016,834926,834926,2492863,2588290,2588290,58.42,58.46,300,300,14669442048,12999489411,47.19,88.93,180.81,16.110645,0.7191608,74.6224,76.95925,0.0,0.0,USD,False,19510525952,0.008090001,210940040,213141325,6825800,7044792,1770940800,1773360000,0.032,0.00567,1.02897,3.16,0.0435,251146084,43.277,1.3496777,1767139200,1798675200,1767139200,-0.485,165000000,0.75,9.23184,1193:1000,1512432000,0.956,6.116,0.22285247,0.32693863,0.22,1580774400,EQUITY,58.41,107.0,74.0,91.75875,91.6675,1.57143,buy,18,1851000064,8.7,3190000128,8094000128,1.168,1.736,20398000128,85.209,92.718,0.059070002,0.01948,3907000064,1300749952,2184999936,-0.434,0.05,0.19153999,0.15639,0.10305,USD,APTV,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Aptiv PLC,REGULAR,[],1775578497,NYQ,finmb_59502420,America/New_York,EDT,-14400000,us_market,False,-3.2306175,58.41,Aptiv PLC,True,1321540200000,-1.9500008,57.8501 - 59.67,NYSE,2492863,11.220001,0.23776227,47.19 - 88.93,-30.52,-0.34319127,22.285248,1582070400,1777984200,1777984200,1777984200,1777982400,1777982400,False,0.75,9.23184,6.21574,9.397111,-16.212399,-0.21725914,-18.549252,-0.24102692,15,0,1.6 - Buy,False,Aptiv,0.7218
