period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.61774,1.48,1.71,1.69,18,-0.0428
+1q,1.53249,1.47,1.59,2.12,6,-0.2771
0y,6.21574,5.8,6.57,7.82,7,-0.2051
+1y,6.67301,6.11806,7.15,6.21574,7,0.0736
