,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.175,0.167,0.167922,0.16
Normalized EBITDA,6429000000.0,5819000000.0,5246000000.0,5311000000.0
Net Income From Continuing Operation Net Minority Interest,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Reconciled Depreciation,924000000.0,886000000.0,863000000.0,884000000.0
Reconciled Cost Of Revenue,44599000000.0,40352000000.0,35600000000.0,32785000000.0
EBITDA,6429000000.0,5819000000.0,5246000000.0,5311000000.0
EBIT,5505000000.0,4933000000.0,4383000000.0,4427000000.0
Net Interest Income,-314000000.0,-324000000.0,-343000000.0,-364000000.0
Interest Expense,402000000.0,393000000.0,399000000.0,391000000.0
Interest Income,88000000.0,69000000.0,56000000.0,27000000.0
Normalized Income,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Net Income From Continuing And Discontinued Operation,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Total Expenses,47194000000.0,42920000000.0,38027000000.0,35196000000.0
Total Operating Income As Reported,5356000000.0,4796000000.0,4245000000.0,4211000000.0
Diluted Average Shares,272400000.0,277500000.0,275700000.0,278200000.0
Basic Average Shares,269100000.0,273900000.0,273100000.0,275300000.0
Diluted EPS,15.45,13.63,12.02,12.19
Basic EPS,15.65,13.81,12.14,12.31
Diluted NI Availto Com Stockholders,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Net Income Common Stockholders,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Net Income,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Net Income Including Noncontrolling Interests,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Net Income Continuous Operations,4210000000.0,3782000000.0,3315000000.0,3390000000.0
Tax Provision,893000000.0,758000000.0,669000000.0,646000000.0
Pretax Income,5103000000.0,4540000000.0,3984000000.0,4036000000.0
Other Income Expense,61000000.0,68000000.0,82000000.0,189000000.0
Other Non Operating Income Expenses,61000000.0,68000000.0,82000000.0,189000000.0
Net Non Operating Interest Income Expense,-314000000.0,-324000000.0,-343000000.0,-364000000.0
Interest Expense Non Operating,402000000.0,393000000.0,399000000.0,391000000.0
Interest Income Non Operating,88000000.0,69000000.0,56000000.0,27000000.0
Operating Income,5356000000.0,4796000000.0,4245000000.0,4211000000.0
Operating Expense,2595000000.0,2568000000.0,2427000000.0,2411000000.0
Selling General And Administration,2595000000.0,2568000000.0,2427000000.0,2411000000.0
General And Administrative Expense,2595000000.0,2568000000.0,2427000000.0,2411000000.0
Other Gand A,2595000000.0,2568000000.0,2427000000.0,2411000000.0
Gross Profit,7951000000.0,7364000000.0,6672000000.0,6622000000.0
Cost Of Revenue,44599000000.0,40352000000.0,35600000000.0,32785000000.0
Total Revenue,52550000000.0,47716000000.0,42272000000.0,39407000000.0
Operating Revenue,52550000000.0,47716000000.0,42272000000.0,39407000000.0
