Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-05-08,2026-04-10,"[datetime.date(2026, 4, 22)]",3.89085,3.52613,3.66193,13203640000,12349000000,12655768690
