period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,12655768690,12349000000,13203640000,20,12223000000,0.0354
+1q,13367375470,12971500000,13830000000,20,13041000000,0.025
0y,54754743290,54373000000,55609180000,23,52550000000,0.042
+1y,57259881230,56223000000,58201000000,22,54754743290,0.0458
