,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,"Longview Asset Management, LLC",0.0999,27061451,9454459003,-0.009
1,2025-12-31,Vanguard Group Inc,0.091400005,24767330,8652961961,0.0218
2,2025-12-31,Blackrock Inc.,0.0654,17725870,6192887115,0.0194
3,2025-12-31,"Newport Trust Company, LLC",0.0507,13725738,4795361018,-0.0167
4,2025-12-31,State Street Corporation,0.0418,11323170,3955975847,0.026700001
5,2025-12-31,Bank of America Corporation,0.031600002,8551749,2987724506,-0.1041
6,2025-12-31,Massachusetts Financial Services Co.,0.0231,6265295,2188906083,-0.011
7,2025-12-31,"Geode Capital Management, LLC",0.0224,6065462,2119090429,0.033299997
8,2025-12-31,Capital Research Global Investors,0.021,5694127,1989357122,-0.1702
9,2025-12-31,JPMORGAN CHASE & CO,0.0196,5307389,1854242469,-0.48900002
