period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.45731,1.39,1.55,0.42,16,2.4698
+1q,1.57168,1.39606,1.71,0.67,16,1.3458
0y,6.13636,5.8,6.49,2.64,17,1.3244001
+1y,8.25481,7.0,10.59,6.13636,16,0.3452
