period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1502842680,1497200000,1514500000,13,1125878000,0.3348
+1q,1547860070,1480122610,1577000000,13,1219385000,0.2694
0y,6117765340,6051475000,6182800000,16,4769507000,0.2827
+1y,7353205250,6761300000,8081034850,16,6117765340,0.2019
