period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,556210270,550540000,566643000,13,549295000,0.0126
+1q,560115780,553216000,569240000,13,549902000,0.0186
0y,2247286270,2214261000,2293022000,16,2209126000,0.0173
+1y,2324734260,2266062000,2400400000,17,2247286270,0.0345
