,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,158597000.0,170814000.0,264544000.0,123982000.0,152611000.0,
Repayment Of Debt,-400000000.0,0.0,,,5000000.0,-5000000.0
Issuance Of Debt,184416000.0,213000000.0,0.0,0.0,347095000.0,
Issuance Of Capital Stock,363000.0,360000.0,354000.0,375000.0,275000.0,
Capital Expenditure,-103075000.0,-95622000.0,-88905000.0,-72636000.0,-86516000.0,
Interest Paid Supplemental Data,37499000.0,65064000.0,35303000.0,52393000.0,38381000.0,
Income Tax Paid Supplemental Data,58000.0,101000.0,,,70000.0,92000.0
End Cash Position,73975000.0,45932000.0,68116000.0,69454000.0,56761000.0,
Beginning Cash Position,45932000.0,68116000.0,69454000.0,56761000.0,64061000.0,
Changes In Cash,28043000.0,-22184000.0,-1338000.0,12693000.0,-7300000.0,
Financing Cash Flow,-36104000.0,-34249000.0,-177870000.0,-122520000.0,-72516000.0,
Cash Flow From Continuing Financing Activities,-36104000.0,-34249000.0,-177870000.0,-122520000.0,-72516000.0,
Net Other Financing Charges,-41347000.0,-4326000.0,-5125000.0,-4866000.0,-7149000.0,
Cash Dividends Paid,-178301000.0,-178283000.0,-178099000.0,-178029000.0,-172737000.0,
Preferred Stock Dividend Paid,-922000.0,-922000.0,-922000.0,-922000.0,-922000.0,
Common Stock Dividend Paid,-177379000.0,-177361000.0,-177177000.0,-177107000.0,-171815000.0,
Net Common Stock Issuance,-26872000.0,360000.0,354000.0,375000.0,275000.0,
Common Stock Issuance,363000.0,360000.0,354000.0,375000.0,275000.0,
Net Issuance Payments Of Debt,210416000.0,148000000.0,5000000.0,60000000.0,107095000.0,
Net Short Term Debt Issuance,213000000.0,148000000.0,5000000.0,60000000.0,-240000000.0,
Short Term Debt Payments,,,,,,174000000.0
Net Long Term Debt Issuance,-2584000.0,0.0,0.0,0.0,347095000.0,
Long Term Debt Payments,-400000000.0,0.0,,,0.0,0.0
Long Term Debt Issuance,397416000.0,0.0,0.0,0.0,347095000.0,
Investing Cash Flow,-197525000.0,-254371000.0,-176917000.0,-61405000.0,-173911000.0,
Cash Flow From Continuing Investing Activities,-197525000.0,-254371000.0,-176917000.0,-61405000.0,-173911000.0,
Net Other Investing Changes,-35000.0,128000.0,,,-8000.0,11131000.0
Dividends Received Cfi,337000.0,0.0,0.0,0.0,43000.0,
Net Investment Purchase And Sale,0.0,0.0,,,0.0,3246000.0
Sale Of Investment,0.0,0.0,,,0.0,3246000.0
Net Investment Properties Purchase And Sale,-93077000.0,-158127000.0,-87826000.0,14906000.0,-86430000.0,
Sale Of Investment Properties,225000.0,0.0,0.0,81128000.0,84209000.0,
Purchase Of Investment Properties,-93302000.0,-158127000.0,-87826000.0,-66222000.0,-170639000.0,
Net Business Purchase And Sale,-1675000.0,-750000.0,-3750000.0,-3675000.0,-1000000.0,
Purchase Of Business,-1675000.0,-750000.0,-3750000.0,-3675000.0,-1000000.0,
Capital Expenditure Reported,-103075000.0,-95622000.0,-88905000.0,-72636000.0,-86516000.0,
Operating Cash Flow,261672000.0,266436000.0,353449000.0,196618000.0,239127000.0,
Cash Flow From Continuing Operating Activities,261672000.0,266436000.0,353449000.0,196618000.0,239127000.0,
Change In Working Capital,-8793000.0,9899000.0,85021000.0,-76874000.0,-32791000.0,
Other Non Cash Items,1698000.0,1624000.0,1626000.0,1616000.0,1262000.0,
Stock Based Compensation,4696000.0,3416000.0,3466000.0,5261000.0,3393000.0,
Depreciation Amortization Depletion,159942000.0,156819000.0,153688000.0,152520000.0,151060000.0,
Depreciation And Amortization,159942000.0,156819000.0,153688000.0,152520000.0,151060000.0,
Operating Gains Losses,46888000.0,-7366000.0,-1227000.0,-72311000.0,-54871000.0,
Gain Loss On Investment Securities,46888000.0,-7366000.0,-1227000.0,-72311000.0,-54871000.0,
Net Income From Continuing Operations,57241000.0,102044000.0,110875000.0,186406000.0,171074000.0,
