period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.81081,0.77,0.87,1.54,8,-0.47349998
+1q,0.8088,0.73,0.9,0.92,8,-0.120900005
0y,3.3064,3.16,3.44,3.78,8,-0.12529999
+1y,3.43285,3.25,3.68069,3.3064,8,0.0382
