,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-15070020.0,-10356731.447592,11053014.94109,-5380747.87501,2793212.406094,
Tax Rate For Calcs,0.21,0.15509,0.012156,0.138711,0.025853,
Normalized EBITDA,768174000.0,752773000.0,721095000.0,703794000.0,642671000.0,
Total Unusual Items,-71762000.0,-66779000.0,909284000.0,-38791000.0,108042000.0,
Total Unusual Items Excluding Goodwill,-71762000.0,-66779000.0,909284000.0,-38791000.0,108042000.0,
Net Income From Continuing Operation Net Minority Interest,98647000.0,67812000.0,1032156000.0,109974000.0,189569000.0,
Reconciled Depreciation,493458000.0,497002000.0,461167000.0,443009000.0,455355000.0,
Reconciled Cost Of Revenue,749635000.0,710250000.0,661528000.0,605324000.0,662689000.0,
EBITDA,696412000.0,685994000.0,1630379000.0,665003000.0,750713000.0,
EBIT,202954000.0,188992000.0,1169212000.0,221994000.0,295358000.0,
Net Interest Income,-116516000.0,-113584000.0,-109383000.0,-98464000.0,-104742000.0,
Interest Expense,116516000.0,113584000.0,109383000.0,98464000.0,104742000.0,
Normalized Income,155338980.0,124234268.552408,133925014.94109,143384252.12499,84320212.406094,
Net Income From Continuing And Discontinued Operation,98647000.0,67812000.0,1032156000.0,109974000.0,189569000.0,
Total Expenses,1407411000.0,1352254000.0,1258907000.0,1171985000.0,1256862000.0,
Total Operating Income As Reported,112624000.0,138421000.0,211697000.0,195750000.0,144322000.0,
Diluted Average Shares,351570000.0,349234000.0,345734000.0,344721000.0,340690000.0,
Basic Average Shares,343493000.0,341370000.0,337589000.0,336683000.0,333376000.0,
Diluted EPS,0.24,0.15,2.94,0.27,0.51,
Basic EPS,0.26,0.17,3.03,0.3,0.54,
Diluted NI Availto Com Stockholders,83953000.0,51761000.0,1015960000.0,99793000.0,174761000.0,
Average Dilution Earnings,-4513000.0,-5870000.0,-6015000.0,,-4627000.0,-9918000.0
Net Income Common Stockholders,88466000.0,57631000.0,1021975000.0,99793000.0,179388000.0,
Preferred Stock Dividends,10181000.0,10181000.0,10181000.0,10181000.0,10181000.0,
Net Income,98647000.0,67812000.0,1032156000.0,109974000.0,189569000.0,
Minority Interests,2536000.0,4099000.0,-14790000.0,3579000.0,3881000.0,
Net Income Including Noncontrolling Interests,96111000.0,63713000.0,1046946000.0,106395000.0,185688000.0,
Net Income Continuous Operations,96111000.0,63713000.0,1046946000.0,106395000.0,185688000.0,
Tax Provision,-9673000.0,11695000.0,12883000.0,17135000.0,4928000.0,
Pretax Income,86438000.0,75408000.0,1059829000.0,123530000.0,190616000.0,
Other Income Expense,-24306000.0,-35988000.0,934969000.0,-13658000.0,116358000.0,
Other Non Operating Income Expenses,42797000.0,47735000.0,37747000.0,32773000.0,44517000.0,
Special Income Charges,-114627000.0,-86559000.0,-22546000.0,-39902000.0,-36843000.0,
Other Special Charges,,,,,2165000.0,2636000.0
Write Off,78553000.0,0.0,0.0,,22881000.0,0.0
Restructuring And Mergern Acquisition,36083000.0,86559000.0,22546000.0,39902000.0,11797000.0,
Earnings From Equity Interest,4659000.0,-16944000.0,-12062000.0,-7640000.0,-36201000.0,
Gain On Sale Of Security,42865000.0,19780000.0,931830000.0,1111000.0,144885000.0,
Net Non Operating Interest Income Expense,-116516000.0,-113584000.0,-109383000.0,-98464000.0,-104742000.0,
Interest Expense Non Operating,116516000.0,113584000.0,109383000.0,98464000.0,104742000.0,
Operating Income,227260000.0,224980000.0,234243000.0,235652000.0,179000000.0,
Operating Expense,657776000.0,642004000.0,597379000.0,566661000.0,594173000.0,
Other Operating Expenses,98000.0,3297000.0,195000.0,112000.0,12002000.0,
Depreciation Amortization Depletion Income Statement,493458000.0,497002000.0,461167000.0,443009000.0,455355000.0,
Depreciation And Amortization In Income Statement,493458000.0,497002000.0,461167000.0,443009000.0,455355000.0,
Selling General And Administration,164220000.0,141705000.0,136017000.0,123540000.0,126816000.0,
General And Administrative Expense,164220000.0,141705000.0,136017000.0,123540000.0,126816000.0,
Other Gand A,164220000.0,141705000.0,136017000.0,123540000.0,126816000.0,
Gross Profit,885036000.0,866984000.0,831622000.0,802313000.0,773173000.0,
Cost Of Revenue,749635000.0,710250000.0,661528000.0,605324000.0,662689000.0,
Total Revenue,1634671000.0,1577234000.0,1493150000.0,1407637000.0,1435862000.0,
Operating Revenue,1634671000.0,1577234000.0,1493150000.0,1407637000.0,1435862000.0,
