address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,marketState,cryptoTradeable,displayName,trailingPegRatio
2323 Bryan Street,Suite 1800,Dallas,TX,75201,United States,214 231 1350,415 738 6501,https://www.digitalrealty.com,REIT - Specialty,reit-specialty,REIT - Specialty,Real Estate,real-estate,Real Estate,"Digital Realty Trust, Inc. (Digital Realty or the company) owns, acquires, develops, and operates data centers through its operating partnership subsidiary, Digital Realty Trust, L.P. (the operating partnership). The company is focused on providing data center, colocation, and interconnection solutions for domestic and international customers across a variety of industry verticals ranging from cloud and information technology services, communications and social networking to financial services, manufacturing, energy, healthcare, and consumer products. As of December 31, 2025, the company's 310 data centers, including 89 data centers held as investments in unconsolidated entities, contain applications and operations critical to the day-to-day operations of technology industry and corporate enterprise data center customers. Digital Realty's portfolio is comprised of approximately 43.2 million square feet, excluding approximately 9.7 million square feet of space under active development and 4.7 million square feet of space held for future development, located throughout North America, Europe, South America, Asia, Australia, and Africa. Digital Realty Trust, Inc. was incorporated on 9th March 2004 in Maryland, USA.",4282,"[{'maxAge': 1, 'name': 'Mr. Andrew P. Power', 'age': 45, 'title': 'President, CEO & Director', 'yearBorn': 1980, 'fiscalYear': 2024, 'totalPay': 5039836, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Matthew R. Mercier', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'fiscalYear': 2024, 'totalPay': 1569787, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jeannie  Lee', 'age': 47, 'title': 'Executive VP, General Counsel & Secretary', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 1395887, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Siew Noi  Nah', 'age': 45, 'title': 'MD & Head of Asia Pacific', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steven J. Smith', 'age': 60, 'title': 'Managing Director of Americas', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,2,8,9,7,1775001600,1735603200,http://investor.digitalrealty.com/corporateprofile.aspx?iid=4094311,[],86400,2,181.99,181.22,179.2,182.485,181.99,181.22,179.2,182.485,4.88,2.69,1773360000,1.3630999,3.42,1.091,50.796093,53.378853,363167,363167,2014491,1754450,1754450,181.98,182.15,400,100,63611940864,62431490020,130.88,184.79,198.0,12.0,10.461277,175.1424,169.08545,4.88,0.02681466,USD,False,81883856896,0.2152,321225462,343615444,11370,10022520,1770940800,1773360000,0.0,0.0002,1.02859,0.01,0.0,349804444,64.6,2.8150156,1767139200,1798675200,1767139200,-0.48,1267864960,3.58,3.40678,13.466,29.459,0.33708036,0.32693863,1.22,1773360000,EQUITY,181.85,220.0,170.0,198.55173,200.0,1.65625,buy,29,3487604992,10.15,2779584000,20287967232,1.223,1.3,6080705024,81.655,17.895,0.01175,0.05469,3353968128,1958439680,2412135936,-0.534,0.171,0.55158,0.45712003,0.14147,USD,DLR,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775578831,NYQ,finmb_11041860,America/New_York,EDT,-14400000,us_market,False,-0.07692697,181.85,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",True,1099056600000,-0.13999939,179.2 - 182.485,NYSE,2014491,50.97,0.38944072,130.88 - 184.79,-2.9399872,-0.015909882,33.708035,1774915200,1776974400,1776974400,1776974400,1776978000,1776978000,False,3.58,3.40678,3.61228,50.34217,6.707611,0.038298044,12.764557,0.075491756,15,0,1.7 - Buy,REGULAR,False,Digital Realty Trust,16.9645
