period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.17807,2.93212,3.54,2.8,12,0.135
+1q,3.05248,2.87,3.24,2.96,12,0.0312
0y,12.20784,11.73937,13.11,11.2,13,0.09
+1y,12.77366,11.98,13.56473,12.20784,14,0.0463
