,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,1353814000.0,913718400.0,1177848906.972265,503447016.015815,
Tax Rate For Calcs,0.236,0.224,0.223276,0.229006,
Normalized EBITDA,98300000.0,960000000.0,-609700000.0,1817200000.0,
Total Unusual Items,5736500000.0,4079100000.0,5275300000.0,2198400000.0,
Total Unusual Items Excluding Goodwill,5736500000.0,4079100000.0,5275300000.0,2198400000.0,
Net Income From Continuing Operation Net Minority Interest,4072200000.0,3525800000.0,3226200000.0,2691000000.0,
Reconciled Depreciation,330900000.0,336800000.0,352600000.0,362600000.0,
Reconciled Cost Of Revenue,907000000.0,850300000.0,828600000.0,753100000.0,
EBITDA,5834800000.0,5039100000.0,4665600000.0,4015600000.0,
EBIT,5503900000.0,4702300000.0,4313000000.0,3653000000.0,
Net Interest Income,-173400000.0,-160900000.0,-159400000.0,-162700000.0,
Interest Expense,173400000.0,160900000.0,159400000.0,162700000.0,
Normalized Income,-310486000.0,360418400.0,-871251093.027735,996047016.015815,
Net Income From Continuing And Discontinued Operation,4072200000.0,3525800000.0,3226200000.0,2691000000.0,
Total Expenses,2291100000.0,2198600000.0,2143200000.0,2003500000.0,
Total Operating Income As Reported,4229500000.0,3931500000.0,3435700000.0,3015900000.0,
Diluted Average Shares,360310000.0,359944000.0,359500000.0,359181000.0,
Basic Average Shares,359648000.0,359389000.0,359023000.0,358713000.0,
Diluted EPS,11.16,9.67,8.86,7.4,
Basic EPS,11.18,9.69,8.87,7.41,
Diluted NI Availto Com Stockholders,4021000000.0,3481500000.0,3185600000.0,2657200000.0,
Net Income Common Stockholders,4021000000.0,3481500000.0,3185600000.0,2657200000.0,
Otherunder Preferred Stock Dividend,28300000.0,-3400000.0,-3600000.0,-5100000.0,
Preferred Stock Dividends,22900000.0,47700000.0,44200000.0,38900000.0,
Net Income,4072200000.0,3525800000.0,3226200000.0,2691000000.0,
Minority Interests,,,0.0,0.0,500000.0
Net Income Including Noncontrolling Interests,4072200000.0,3525800000.0,3226200000.0,2691000000.0,
Net Income Continuous Operations,4072200000.0,3525800000.0,3226200000.0,2691000000.0,
Tax Provision,1258300000.0,1015600000.0,927400000.0,799300000.0,
Pretax Income,5330500000.0,4541400000.0,4153600000.0,3490300000.0,
Other Income Expense,1274400000.0,770800000.0,877300000.0,637100000.0,
Other Non Operating Income Expenses,-4833800000.0,-3659200000.0,-4694900000.0,-1862400000.0,
Earnings From Equity Interest,371700000.0,350900000.0,296900000.0,301100000.0,
Gain On Sale Of Security,5736500000.0,4079100000.0,5275300000.0,2198400000.0,
Net Non Operating Interest Income Expense,-173400000.0,-160900000.0,-159400000.0,-162700000.0,
Interest Expense Non Operating,173400000.0,160900000.0,159400000.0,162700000.0,
Operating Income,4229500000.0,3931500000.0,3435700000.0,3015900000.0,
Operating Expense,1384100000.0,1348300000.0,1314600000.0,1250400000.0,
Other Operating Expenses,902700000.0,878800000.0,817600000.0,750400000.0,
Depreciation Amortization Depletion Income Statement,330900000.0,336800000.0,352600000.0,362600000.0,
Depreciation And Amortization In Income Statement,330900000.0,336800000.0,352600000.0,362600000.0,
Amortization,223400000.0,221700000.0,226600000.0,227700000.0,
Amortization Of Intangibles Income Statement,223400000.0,221700000.0,226600000.0,227700000.0,
Depreciation Income Statement,107500000.0,115100000.0,126000000.0,134900000.0,
Selling General And Administration,150500000.0,132700000.0,144400000.0,137400000.0,
General And Administrative Expense,150500000.0,132700000.0,144400000.0,137400000.0,
Other Gand A,150500000.0,132700000.0,144400000.0,137400000.0,
Gross Profit,5613600000.0,5279800000.0,4750300000.0,4266300000.0,
Cost Of Revenue,907000000.0,850300000.0,828600000.0,753100000.0,
Total Revenue,6520600000.0,6130100000.0,5578900000.0,5019400000.0,
Operating Revenue,6084200000.0,5698400000.0,5252200000.0,4753600000.0,
