Date,Dividends
2014-04-09 00:00:00-04:00,0.424
2014-10-01 00:00:00-04:00,0.194
2015-04-09 00:00:00-04:00,0.431
2015-10-01 00:00:00-04:00,0.224
2016-04-14 00:00:00-04:00,0.541
2016-09-29 00:00:00-04:00,0.247
2017-04-20 00:00:00-04:00,0.617
2017-09-28 00:00:00-04:00,0.271
2019-04-11 00:00:00-04:00,0.814
2019-09-26 00:00:00-04:00,0.305
2020-04-16 00:00:00-04:00,0.883
2020-08-13 00:00:00-04:00,0.953
2020-11-19 00:00:00-05:00,0.331
2021-04-08 00:00:00-04:00,1.037
2021-09-23 00:00:00-04:00,0.343
2022-04-07 00:00:00-04:00,1.048
2022-09-29 00:00:00-04:00,0.308
2023-04-13 00:00:00-04:00,1.183
2023-09-28 00:00:00-04:00,0.352
2024-04-11 00:00:00-04:00,1.272
2024-08-15 00:00:00-04:00,0.303
2024-11-15 00:00:00-05:00,0.303
2025-02-14 00:00:00-05:00,0.431
2025-05-16 00:00:00-04:00,0.431
2025-08-15 00:00:00-04:00,0.431
2026-02-17 00:00:00-05:00,0.452
