period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,7533627730,7343844000,7836700000,8,7656000000,-0.016
+1q,7907846880,7587270000,8220674999,8,7940000000,-0.004
0y,31541375130,30612000000,32624800000,14,31179000000,0.0116
+1y,32595615050,31013000000,34149800000,13,31541375130,0.0334
