address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,ipoExpectedDate,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,displayName,trailingPegRatio
888 Brannan Street,San Francisco,CA,94103,United States,(415) 728-0108,https://www.airbnb.com,Travel Services,travel-services,Travel Services,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Airbnb, Inc., together with its subsidiaries, operates a platform for stays, experiences, and services worldwide. The company's marketplace connects hosts and guests online or through mobile devices to book spaces, experiences, and services. It also offers gift cards. The company was formerly known as AirBed & Breakfast, Inc. and changed its name to Airbnb, Inc. in November 2010. Airbnb, Inc. was founded in 2007 and is headquartered in San Francisco, California.",8200,"[{'maxAge': 1, 'name': 'Mr. Brian  Chesky', 'age': 43, 'title': 'Co-Founder, CEO, Head of Community & Chairman of the Board', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 186326, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nathan  Blecharczyk', 'age': 41, 'title': 'Co-Founder, Chief Strategy Officer & Director', 'yearBorn': 1984, 'fiscalYear': 2024, 'totalPay': 834700, 'exercisedValue': 16448774, 'unexercisedValue': 37978440}, {'maxAge': 1, 'name': 'Mr. Joseph  Gebbia', 'age': 43, 'title': 'Co-Founder & Director', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 62500, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elinor B. Mertz', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 1088538, 'exercisedValue': 0, 'unexercisedValue': 9758068}, {'maxAge': 1, 'name': 'Mr. David E. Stephenson', 'age': 57, 'title': 'Chief Business Officer & Head of Employee Experience', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 1121638, 'exercisedValue': 14545904, 'unexercisedValue': 5843421}, {'maxAge': 1, 'name': 'Mr. Gus  Fuldner', 'title': 'Head of Global Operations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David C. Bernstein', 'age': 63, 'title': 'Chief Accounting Officer', 'yearBorn': 1962, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Angela  Yang', 'title': 'Director of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ronald A. Klain J.D.', 'title': 'Chief Legal Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jay  Carney', 'title': 'Global Head of Policy & Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,10,10,10,10,1775001600,1735603200,[],86400,2,126.81,126.21,123.78,126.81,126.81,126.21,123.78,126.81,0.0,1.16,30.982674,21.64425,851991,851991,4607581,3224320,3224320,124.1,134.89,5,2,75041161216,74909269051,104.15,143.88,219.94,81.91,6.130313,128.3091,128.08228,0.0,0.0,USD,False,66166267904,0.20513001,407897307,423573275,14461248,15167170,1770940800,1773360000,0.0241,0.01364,0.87043,2.71,0.0348,599513958,13.62,9.190162,1767139200,1798675200,1767139200,-0.26,2511000064,4.04,5.78306,5.405,25.706,0.1998297,0.32693863,EQUITY,125.17,180.0,110.0,145.68056,145.25,2.27273,buy,36,11013999616,18.372,2574000128,2271000064,0.821,1.377,12241000448,27.698,19.969,0.07367,0.30233,10154999808,3543000064,4646000128,-0.237,0.12,0.82959,0.21028,0.096829996,USD,ABNB,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775578498,NMS,finmb_115705393,America/New_York,EDT,-14400000,us_market,False,-1.293273,125.17,REGULAR,"Airbnb, Inc.","Airbnb, Inc.",2020-12-10,2.3 - Buy,False,True,1607610600000,-1.6399994,123.78 - 126.81,NasdaqGS,4607581,21.019997,0.20182426,104.15 - 143.88,-18.710007,-0.13003896,19.98297,1770930000,1777579200,1777579200,1770933600,1770933600,True,4.04,5.78306,4.98238,25.122532,-3.1390991,-0.024465133,-2.9122772,-0.022737551,15,0,Airbnb,1.1911
