,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,256086000.0,6804000.0,39894000.0,486720000.0,
Tax Rate For Calcs,0.369,0.324,0.327,0.338,
Normalized EBITDA,24876000000.0,24404000000.0,25661000000.0,35687000000.0,
Total Unusual Items,694000000.0,21000000.0,122000000.0,1440000000.0,
Total Unusual Items Excluding Goodwill,694000000.0,21000000.0,122000000.0,1440000000.0,
Net Income From Continuing Operation Net Minority Interest,7988000000.0,9245000000.0,10957000000.0,18680000000.0,
Reconciled Depreciation,11681000000.0,9645000000.0,8432000000.0,7844000000.0,
Reconciled Cost Of Revenue,44156000000.0,38362000000.0,37938000000.0,48481000000.0,
EBITDA,25570000000.0,24425000000.0,25783000000.0,37127000000.0,
EBIT,13889000000.0,14780000000.0,17351000000.0,29283000000.0,
Net Interest Income,-922000000.0,-706000000.0,-651000000.0,-860000000.0,
Interest Expense,1233000000.0,1108000000.0,1063000000.0,1055000000.0,
Interest Income,311000000.0,402000000.0,412000000.0,195000000.0,
Normalized Income,7550086000.0,9230804000.0,10874894000.0,17726720000.0,
Net Income From Continuing And Discontinued Operation,7988000000.0,9245000000.0,10957000000.0,18680000000.0,
Total Expenses,47602000000.0,41962000000.0,41115000000.0,53032000000.0,
Diluted Average Shares,1253446000.0,1180871000.0,1205675000.0,1278163000.0,
Basic Average Shares,1252042000.0,1178920000.0,1202757000.0,1274028000.0,
Diluted EPS,6.35,7.81,9.06,14.57,
Basic EPS,6.36,7.82,9.08,14.62,
Diluted NI Availto Com Stockholders,7961000000.0,9218000000.0,10922000000.0,18620000000.0,
Net Income Common Stockholders,7961000000.0,9218000000.0,10922000000.0,18620000000.0,
Otherunder Preferred Stock Dividend,27000000.0,27000000.0,35000000.0,60000000.0,
Net Income,7988000000.0,9245000000.0,10957000000.0,18680000000.0,
Minority Interests,,,,0.0,0.0
Net Income Including Noncontrolling Interests,7988000000.0,9245000000.0,10957000000.0,18680000000.0,
Net Income Continuous Operations,7988000000.0,9245000000.0,10957000000.0,18680000000.0,
Tax Provision,4668000000.0,4427000000.0,5331000000.0,9548000000.0,
Pretax Income,12656000000.0,13672000000.0,16288000000.0,28228000000.0,
Other Income Expense,2236000000.0,1595000000.0,1913000000.0,3626000000.0,
Other Non Operating Income Expenses,207000000.0,-131000000.0,71000000.0,105000000.0,
Special Income Charges,705000000.0,-29000000.0,214000000.0,1089000000.0,
Gain On Sale Of Ppe,731000000.0,51000000.0,228000000.0,1077000000.0,
Impairment Of Capital Assets,26000000.0,80000000.0,14000000.0,-12000000.0,
Earnings From Equity Interest,1335000000.0,1705000000.0,1720000000.0,2081000000.0,
Gain On Sale Of Security,-11000000.0,50000000.0,-92000000.0,351000000.0,
Net Non Operating Interest Income Expense,-922000000.0,-706000000.0,-651000000.0,-860000000.0,
Interest Expense Non Operating,1233000000.0,1108000000.0,1063000000.0,1055000000.0,
Interest Income Non Operating,311000000.0,402000000.0,412000000.0,195000000.0,
Operating Income,11342000000.0,12783000000.0,15026000000.0,25462000000.0,
Operating Expense,3446000000.0,3600000000.0,3177000000.0,4551000000.0,
Other Operating Expenses,407000000.0,355000000.0,398000000.0,564000000.0,
Other Taxes,2146000000.0,2087000000.0,2074000000.0,3364000000.0,
Selling General And Administration,893000000.0,1158000000.0,705000000.0,623000000.0,
Gross Profit,14788000000.0,16383000000.0,18203000000.0,30013000000.0,
Cost Of Revenue,44156000000.0,38362000000.0,37938000000.0,48481000000.0,
Total Revenue,58944000000.0,54745000000.0,56141000000.0,78494000000.0,
Operating Revenue,58944000000.0,54745000000.0,56141000000.0,78494000000.0,
