period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.57855,0.77,2.46,2.09,17,-0.2447
+1q,1.97421,0.57,4.33,1.42,17,0.39029998
0y,6.7952,2.65,12.84,6.16,21,0.1031
+1y,7.40311,4.14,10.88,6.7952,20,0.089499995
