Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-02,2026-02-18,"[datetime.date(2026, 4, 30)]",2.46,0.77,1.57855,19285949000,12757200000,14805109000
