,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.11,0.15,0.09,0.2
Net Income From Continuing Operation Net Minority Interest,1185100000.0,1571000000.0,623200000.0,4756900000.0
Reconciled Depreciation,251400000.0,256200000.0,272700000.0,295900000.0
Normalized Income,1185100000.0,1571000000.0,623200000.0,4756900000.0
Net Income From Continuing And Discontinued Operation,1185100000.0,1571000000.0,623200000.0,4756900000.0
Total Expenses,14209500000.0,14238100000.0,12927000000.0,11549100000.0
Diluted Average Shares,225700000.0,226225161.0,236438294.0,255300000.0
Basic Average Shares,222800000.0,226225161.0,236438294.0,251100000.0
Diluted EPS,5.25,6.68,2.55,18.63
Basic EPS,5.32,6.77,2.58,18.94
Diluted NI Availto Com Stockholders,1185100000.0,1571000000.0,623200000.0,4756900000.0
Net Income Common Stockholders,1185100000.0,1571000000.0,623200000.0,4756900000.0
Net Income,1185100000.0,1571000000.0,623200000.0,4756900000.0
Minority Interests,-70400000.0,-26900000.0,-46900000.0,-40600000.0
Net Income Including Noncontrolling Interests,1255500000.0,1597900000.0,670100000.0,4797500000.0
Net Income Continuous Operations,1255500000.0,1597900000.0,670100000.0,4797500000.0
Tax Provision,160500000.0,291700000.0,68700000.0,1189500000.0
Pretax Income,1416000000.0,1889600000.0,738800000.0,5987000000.0
Other Operating Expenses,5433800000.0,5363900000.0,5072100000.0,4962200000.0
Total Revenue,15625500000.0,16127700000.0,13665800000.0,17536100000.0
Operating Revenue,15625500000.0,16127700000.0,13665800000.0,17536100000.0
Loss Adjustment Expense,8684000000.0,8774300000.0,7765700000.0,6492100000.0
Net Policyholder Benefits And Claims,8684000000.0,8774300000.0,7765700000.0,6492100000.0
Policyholder Benefits Gross,10355900000.0,10414500000.0,10131900000.0,8049400000.0
Policyholder Benefits Ceded,1671900000.0,1640200000.0,2366200000.0,1557300000.0
