period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.1767,0.01,0.32,0.14,14,0.26209998
+1q,0.38526,0.26,0.47,0.37,14,0.041199997
0y,1.52239,1.2,1.65,1.09,22,0.3967
+1y,1.8342,1.59,2.14,1.52239,21,0.2048
