,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,6598496,782845561,1.0
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,5281788,626631325,1.0
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,2695041,319739662,-0.0086
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,2665313,316212732,0.0017
4,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,2477029,293874719,-0.0184
5,2025-11-30,VANGUARD WORLD FUND-Vanguard Information Technology Index Fund,0.0113,2375806,281865622,1.0
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0113,2376585,281958042,1.0
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0109,2279222,270406896,1.0
8,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.0088,1850193,219506896,0.0587
9,2026-02-28,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,0.0078,1625148,192807557,-0.0162
