address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,marketState,cryptoTradeable,displayName,trailingPegRatio
Building 735,974 Centre Road,Wilmington,DE,19805,United States,302 294 4651,https://www.qnityelectronics.com,Semiconductor Equipment & Materials,semiconductor-equipment-materials,Semiconductor Equipment & Materials,Technology,technology,Technology,"Qnity Electronics, Inc. provides materials and solutions to the semiconductor and electronics industries in the United States, rest of Americas, Europe, the Middle East, Africa, Asia Pacific, China, South Korea, Taiwan, and internationally. The company operates in two segments, Semiconductor Technologies and Interconnect Solutions. Its Semiconductor Technologies segment offers chemical mechanical planarization (CMP) pads and slurries, photoresists, functional sub-layers, advanced overcoats, post-CMP cleaners, post-etch residue removers, and emerging cleans. The Interconnect Solutions segment provides copper pillar plating, copper redistribution layer, solder bump plating, under bump metallization, photoresists, packaging dielectrics, gap fillers, phase change, specialty thermal interface materials, thermally conductive insulators, copper playing solutions, dry film photoresists, and laminates and polyimide films. The company was formerly known as Novus SpinCo 1, Inc. and changed its name to Qnity Electronics, Inc. in April 2025. The company was incorporated in 2024 and is headquartered in Wilmington, Delaware.",10000,"[{'maxAge': 1, 'name': 'Mr. Jon D. Kemp', 'age': 47, 'title': 'CEO & Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael G. Goss', 'age': 48, 'title': 'Interim CFO, VP, Principal Accounting Officer & Controller', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John Francis Singer', 'age': 60, 'title': 'Chief Operations & Engineering Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Randy  King', 'title': 'Chief Technology & Sustainability Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bruce  Mathews', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nahla A. Azmy', 'title': 'Vice President of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter W. Hennessey', 'title': 'General Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kathleen  Fortebuono', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chuck  Xu Ph.D.', 'title': 'President of Interconnect Solutions', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sam  Ponzo', 'title': 'Interim President of the Semiconductor Technologies', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,118.87,117.12,116.37,119.92,118.87,117.12,116.37,119.92,0.14,0.12,1772150400,0.0182,36.039394,27.258768,302395,302395,2481878,1538910,1538910,118.23,118.62,400,100,24934733824,24431552432,70.5,140.6,140.6,70.5,5.245001,110.8218,97.61009,0.06,0.0005047531,USD,False,28314552320,0.14556,209147339,209658907,3482519,2893646,1770940800,1773360000,0.014199999,0.00067000004,0.74057,1.07,209658907,33.86,3.512404,1767139200,1798675200,1767139200,-0.531,692000000,3.3,4.363,5.956,20.268,0.24732423,0.32693863,0.08,1772150400,EQUITY,118.93,150.0,130.0,139.375,139.5,1.375,strong_buy,8,915000000,4.364,1396999936,4525000192,1.406,1.945,4753999872,61.431,22.681,0.048449997,0.079840004,2195000064,776499968,1272999936,-0.528,0.081,0.46172002,0.29386,0.2042,USD,Q,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775579455,NYQ,finmb_1881796926,America/New_York,EDT,-14400000,us_market,False,0.05059456,118.93,"Qnity Electronics, Inc.","Qnity Electronics, Inc.",True,1761571800000,0.05999756,116.37 - 119.92,NYSE,2481878,48.43,0.6869504,70.5 - 140.6,-21.670006,-0.15412521,24.732422,1773619200,1778589000,1778589000,1778589000,1778763600,1778763600,False,3.3,4.363,3.80322,31.27087,8.1082,0.07316431,21.319908,0.21841909,15,0,1.4 - Strong Buy,REGULAR,False,Qnity Electronics,2.3721
