period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1251718000,1186900000,1278590000,5,,
+1q,1254398200,1229000000,1275000000,5,,
0y,5118690290,5070000000,5169700000,7,4754000000.0,0.0767
+1y,5501653210,5374000000,5637500000,7,5118690290.0,0.0748
