,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,77767155.0,78909569.0,81782397.0,81730999.0,81203161.0,
Share Issued,77767155.0,78909569.0,81782397.0,81730999.0,81203161.0,
Net Debt,2931024000.0,2876049000.0,2214253000.0,2284666000.0,2142495000.0,
Total Debt,4063035000.0,4042915000.0,3059768000.0,3069408000.0,3083317000.0,
Tangible Book Value,-8035367000.0,-8077101000.0,-7704822000.0,-7871320000.0,-8000873000.0,
Invested Capital,7499505000.0,7558484000.0,7014643000.0,6917526000.0,6853305000.0,
Working Capital,481898000.0,692806000.0,436423000.0,299928000.0,114701000.0,
Net Tangible Assets,-8035367000.0,-8077101000.0,-7704822000.0,-7871320000.0,-8000873000.0,
Capital Lease Obligations,300911000.0,305456000.0,310454000.0,313882000.0,321035000.0,
Common Stock Equity,3737381000.0,3821025000.0,4265329000.0,4162000000.0,4091023000.0,
Total Capitalization,7461444000.0,7522092000.0,6987629000.0,6890516000.0,6826328000.0,
Total Equity Gross Minority Interest,9250079000.0,9449322000.0,10362718000.0,10194870000.0,10142864000.0,
Minority Interest,5512698000.0,5628297000.0,6097389000.0,6032870000.0,6051841000.0,
Stockholders Equity,3737381000.0,3821025000.0,4265329000.0,4162000000.0,4091023000.0,
Gains Losses Not Affecting Retained Earnings,-17458000.0,-17968000.0,-15582000.0,-24884000.0,-2548000.0,
Other Equity Adjustments,-17458000.0,-17968000.0,-15582000.0,-24884000.0,-2548000.0,
Retained Earnings,-797314000.0,-752388000.0,-130008000.0,-231217000.0,-291728000.0,
Additional Paid In Capital,4552151000.0,4591379000.0,4410917000.0,4418099000.0,4385297000.0,
Capital Stock,2000.0,2000.0,2000.0,2000.0,2000.0,
Common Stock,2000.0,2000.0,2000.0,2000.0,2000.0,
Total Liabilities Net Minority Interest,6245742000.0,6097637000.0,4978987000.0,4815200000.0,4968918000.0,
Total Non Current Liabilities Net Minority Interest,4398579000.0,4578146000.0,3502521000.0,3595900000.0,3555125000.0,
Other Non Current Liabilities,112247000.0,273898000.0,170721000.0,256309000.0,170849000.0,
Non Current Deferred Liabilities,301747000.0,336399000.0,337224000.0,334841000.0,360546000.0,
Non Current Deferred Taxes Liabilities,301747000.0,336399000.0,337224000.0,334841000.0,360546000.0,
Long Term Debt And Capital Lease Obligation,3984585000.0,3967849000.0,2994576000.0,3004750000.0,3023730000.0,
Long Term Capital Lease Obligation,260522000.0,266782000.0,272276000.0,276234000.0,288425000.0,
Long Term Debt,3724063000.0,3701067000.0,2722300000.0,2728516000.0,2735305000.0,
Current Liabilities,1847163000.0,1519491000.0,1476466000.0,1219300000.0,1413793000.0,
Other Current Liabilities,19148000.0,226006000.0,294063000.0,46232000.0,8852000.0,
Current Deferred Liabilities,996565000.0,507968000.0,439480000.0,395500000.0,416695000.0,
Current Deferred Revenue,996565000.0,507968000.0,439480000.0,395500000.0,416695000.0,
Current Debt And Capital Lease Obligation,78450000.0,75066000.0,65192000.0,64658000.0,59587000.0,
Current Capital Lease Obligation,40389000.0,38674000.0,38178000.0,37648000.0,32610000.0,
Current Debt,38061000.0,36392000.0,27014000.0,27010000.0,26977000.0,
Other Current Borrowings,38061000.0,36392000.0,27014000.0,27010000.0,26977000.0,
Payables And Accrued Expenses,753000000.0,710451000.0,677731000.0,712910000.0,928659000.0,
Current Accrued Expenses,526303000.0,444529000.0,393866000.0,499112000.0,670232000.0,
Interest Payable,24815000.0,9900000.0,20348000.0,19448000.0,21191000.0,
Payables,226697000.0,265922000.0,283865000.0,213798000.0,258427000.0,
Dueto Related Parties Current,31890000.0,,,,12077000.0,
Accounts Payable,194807000.0,265922000.0,283865000.0,213798000.0,246350000.0,
Total Assets,15495821000.0,15546959000.0,15341705000.0,15010070000.0,15111782000.0,
Total Non Current Assets,13166760000.0,13334665000.0,13428816000.0,13490841000.0,13583288000.0,
Other Non Current Assets,335908000.0,423189000.0,429888000.0,421688000.0,447121000.0,
Investments And Advances,131555000.0,123472000.0,122983000.0,110904000.0,101215000.0,
Investmentin Financial Assets,,28878000.0,28180000.0,26839000.0,,12767000.0
Available For Sale Securities,,28878000.0,28180000.0,26839000.0,,12767000.0
