period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.55936,0.47746,0.66,0.72,21,-0.22309999
+1q,0.62518,0.43389,0.72,0.74,21,-0.1552
0y,2.7912,2.53,3.22,2.93,26,-0.047399998
+1y,3.32144,2.75,4.13,2.7912,26,0.19
