,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0312,46940655,2329664757,-0.0064999997
1,2025-11-30,SCHWAB STRATEGIC TRUST-Schwab US Dividend Equity ETF,0.028399998,42658782,2117155396,0.1038
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0251,37674005,1869760908,0.0235
3,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Energy Select Sector SPDR ETF,0.0217,32672199,1621521271,0.0615
4,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0216,32515747,1613756558,-0.020499999
5,2026-01-31,Income Fund of America,0.0150999995,22740312,1128601708,0.59400004
6,2026-01-31,First Eagle Funds-First Eagle Global Fund,0.0136,20475698,1016208913,0.0
7,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128,19224241,954099101,-0.0094
8,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,19012047,943567912,0.0017
9,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117,17574783,872236499,-0.0185
