period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3187738000,3137676000,3217300000,5,3012381000,0.0582
+1q,3230167200,3198473000,3261400000,5,3098185000,0.042600002
0y,13054653000,12895431000,13179000000,7,12446938000,0.048800003
+1y,13690927140,13469000000,13874000000,7,13054653000,0.048699997
