,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0253,5208182,562796134,0.0062
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0208,4271272,461553641,0.018
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0175,3598133,388814243,-0.0201
3,2026-01-31,ALLSPRING FUNDS TRUST-Allspring Special Mid Cap Value Fund,0.0109,2250450,243183621,-0.020499999
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0106,2185335,236147294,-0.0104
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0105,2156600,233042190,0.0016
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0097,1998943,216005775,-0.0185
7,2025-12-31,"T. ROWE PRICE Eqy. INCOME Fd., INC.-T. Rowe Price Eqy. Income Fd.",0.0093,1920000,207475195,0.0847
8,2025-12-31,"J.P. Morgan Fleming Mutual Fd. Group, Inc.-JPMorgan Mid Cap Value Fd.",0.0081,1660927,179479767,-0.1514
9,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.0075,1552742,167789296,0.057600003
