period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.51742,1.33,1.67,1.51,10,0.0049
+1q,1.64336,1.46,1.82,1.41,10,0.16549999
0y,6.95813,6.19,7.68,6.22,12,0.1187
+1y,8.83379,7.24,10.67,6.95813,11,0.2696
