period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.14939,1.12174,1.21,1.09,24,0.0545
+1q,1.33,1.31,1.38,1.26,5,0.0556
0y,5.47667,5.44,5.52,5.15,6,0.0634
+1y,6.105,6.06,6.15,5.47667,6,0.114700004
