period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,10997925360,10694000000,11087430000,23,10358000000,0.0618
+1q,12804304550,12727510000,12883400000,5,11142000000,0.1492
0y,50640067640,50528870000,50728235810,6,44328000000,0.1424
+1y,55440870470,55166990000,55668000000,6,50640067640,0.094799995
