period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3311136580,3254062480,3394017000,6,3149500000,0.0513
+1q,2064373600,1473572810,2216046000,7,2009500000,0.0273
0y,10183917380,9425000000,10725525000,13,9800100000,0.0392
+1y,10820475310,9942000000,11484000000,13,10183917380,0.0625
