,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-878400000.0,-625700000.0,23900000.0,461500000.0,-264600000.0,
Repurchase Of Capital Stock,0.0,0.0,0.0,-1300000.0,0.0,
Repayment Of Debt,-443000000.0,-718300000.0,-549700000.0,-17900000.0,-1300500000.0,
Issuance Of Debt,899900000.0,919600000.0,,,1788500000.0,598200000.0
Issuance Of Capital Stock,15300000.0,347800000.0,281700000.0,117100000.0,112400000.0,
Capital Expenditure,-1303000000.0,-1564600000.0,-829400000.0,-701100000.0,-846400000.0,
Interest Paid Supplemental Data,,126200000.0,296800000.0,132400000.0,252600000.0,155400000.0
End Cash Position,70900000.0,117700000.0,69200000.0,143400000.0,42200000.0,
Beginning Cash Position,117700000.0,69200000.0,143400000.0,42200000.0,361000000.0,
Changes In Cash,-46800000.0,48500000.0,-74200000.0,101200000.0,-318800000.0,
Financing Cash Flow,832800000.0,707300000.0,-56500000.0,40400000.0,848700000.0,
Cash Flow From Continuing Financing Activities,832800000.0,707300000.0,-56500000.0,40400000.0,848700000.0,
Net Other Financing Charges,-15700000.0,-15700000.0,-14400000.0,-4600000.0,-19000000.0,
Proceeds From Stock Option Exercised,1500000.0,12900000.0,3500000.0,21200000.0,10300000.0,
Cash Dividends Paid,-290400000.0,-288700000.0,-285100000.0,-283600000.0,-265000000.0,
Common Stock Dividend Paid,-290400000.0,-288700000.0,-285100000.0,-283600000.0,-265000000.0,
Net Common Stock Issuance,15300000.0,347800000.0,281700000.0,115800000.0,112400000.0,
Common Stock Payments,0.0,0.0,0.0,-1300000.0,0.0,
Common Stock Issuance,15300000.0,347800000.0,281700000.0,117100000.0,112400000.0,
Net Issuance Payments Of Debt,1122100000.0,651000000.0,-42200000.0,191600000.0,1010000000.0,
Net Short Term Debt Issuance,665200000.0,449700000.0,-517500000.0,209500000.0,522000000.0,
Net Long Term Debt Issuance,456900000.0,201300000.0,475300000.0,-17900000.0,488000000.0,
Long Term Debt Payments,-443000000.0,-718300000.0,-549700000.0,-17900000.0,-1300500000.0,
Long Term Debt Issuance,899900000.0,919600000.0,,,1788500000.0,598200000.0
Investing Cash Flow,-1304200000.0,-1597700000.0,-871000000.0,-1101800000.0,-1749300000.0,
Cash Flow From Continuing Investing Activities,-1304200000.0,-1597700000.0,-871000000.0,-1101800000.0,-1749300000.0,
Net Other Investing Changes,55400000.0,-18200000.0,3900000.0,30800000.0,7700000.0,
Net Investment Purchase And Sale,,0.0,0.0,16900000.0,,0.0
Sale Of Investment,,0.0,0.0,16900000.0,,0.0
Net Business Purchase And Sale,-39700000.0,-14900000.0,-45500000.0,-448400000.0,-895800000.0,
Purchase Of Business,0.0,-54600000.0,-45500000.0,-448400000.0,-895800000.0,
Capital Expenditure Reported,-1303000000.0,-1564600000.0,-829400000.0,-701100000.0,-846400000.0,
Operating Cash Flow,424600000.0,938900000.0,853300000.0,1162600000.0,581800000.0,
Cash Flow From Continuing Operating Activities,424600000.0,938900000.0,853300000.0,1162600000.0,581800000.0,
Change In Working Capital,-588100000.0,289600000.0,62900000.0,32200000.0,-305000000.0,
Change In Other Working Capital,1600000.0,,,,36600000.0,300000.0
Change In Other Current Liabilities,79400000.0,51900000.0,-119000000.0,74200000.0,86800000.0,
Change In Other Current Assets,-21700000.0,-32300000.0,52400000.0,13000000.0,-157200000.0,
Change In Payables And Accrued Expense,191700000.0,26800000.0,23300000.0,-195400000.0,251400000.0,
Change In Payable,191700000.0,26800000.0,23300000.0,-195400000.0,251400000.0,
Change In Account Payable,191700000.0,26800000.0,23300000.0,-195400000.0,251400000.0,
Change In Prepaid Assets,-53300000.0,,,,,
Change In Inventory,39200000.0,-139600000.0,-127000000.0,237200000.0,-23300000.0,
Change In Receivables,-825000000.0,320400000.0,233200000.0,-96800000.0,-499300000.0,
Changes In Account Receivables,-736200000.0,231600000.0,316700000.0,-180300000.0,,69800000.0
Other Non Cash Items,142700000.0,-56400000.0,19700000.0,-12800000.0,-55700000.0,
Deferred Tax,72300000.0,76200000.0,164400000.0,55600000.0,160700000.0,
Deferred Income Tax,72300000.0,76200000.0,164400000.0,55600000.0,160700000.0,
Depreciation Amortization Depletion,376300000.0,373400000.0,368900000.0,359900000.0,344000000.0,
Depreciation And Amortization,376300000.0,373400000.0,368900000.0,359900000.0,344000000.0,
Operating Gains Losses,-25400000.0,-14100000.0,-5600000.0,2200000.0,-27400000.0,
Earnings Losses From Equity Investments,-11700000.0,-14100000.0,-5600000.0,2200000.0,-28100000.0,
Net Income From Continuing Operations,316800000.0,270200000.0,243000000.0,725500000.0,453100000.0,
