period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.295,2.27,2.32,2.27,2,0.011
+1q,0.885,0.81,0.96,0.76,2,0.16450001
0y,5.59625,5.59,5.61,4.81,8,0.16350001
+1y,6.02,5.96,6.06,5.59625,6,0.0757
