,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,91929973.91758,84929337.49468,123084000.0,-135808000.0
Tax Rate For Calcs,0.232029,0.242517,0.263,0.256
Normalized EBITDA,2686700000.0,2630600000.0,2051600000.0,3672300000.0
Total Unusual Items,396200000.0,350200000.0,468000000.0,-530500000.0
Total Unusual Items Excluding Goodwill,396200000.0,350200000.0,468000000.0,-530500000.0
Net Income From Continuing Operation Net Minority Interest,2087100000.0,2100100000.0,1788700000.0,1557900000.0
Reconciled Depreciation,605500000.0,504200000.0,481600000.0,645800000.0
Reconciled Cost Of Revenue,3564500000.0,3409500000.0,3254400000.0,2922400000.0
EBITDA,3082900000.0,2980800000.0,2519600000.0,3141800000.0
EBIT,2477400000.0,2476600000.0,2038000000.0,2496000000.0
Normalized Income,1782829973.91758,1834829337.49468,1443784000.0,1952592000.0
Net Income From Continuing And Discontinued Operation,2087100000.0,2100100000.0,1788700000.0,1557900000.0
Total Expenses,4837400000.0,4617000000.0,4422500000.0,3992400000.0
Rent Expense Supplemental,723600000.0,644100000.0,632600000.0,560500000.0
Total Operating Income As Reported,2188800000.0,2333300000.0,1986200000.0,2373700000.0
Diluted Average Shares,220300000.0,223300000.0,224800000.0,227100000.0
Basic Average Shares,220000000.0,222800000.0,224100000.0,226000000.0
Diluted EPS,9.24,9.15,7.76,6.7
Basic EPS,9.26,9.18,7.78,6.73
Diluted NI Availto Com Stockholders,2036500000.0,2044300000.0,1744300000.0,1521800000.0
Net Income Common Stockholders,2036500000.0,2044300000.0,1744300000.0,1521800000.0
Otherunder Preferred Stock Dividend,50600000.0,55800000.0,44400000.0,36100000.0
Net Income,2087100000.0,2100100000.0,1788700000.0,1557900000.0
Minority Interests,-121200000.0,-35700000.0,-47000000.0,108300000.0
Net Income Including Noncontrolling Interests,2208300000.0,2135800000.0,1835700000.0,1449600000.0
Net Income Continuous Operations,2208300000.0,2135800000.0,1835700000.0,1449600000.0
Tax Provision,667200000.0,683800000.0,654600000.0,498600000.0
Pretax Income,2875500000.0,2819600000.0,2490300000.0,1948200000.0
Other Income Expense,398100000.0,343000000.0,452300000.0,-547800000.0
Other Non Operating Income Expenses,1900000.0,-7200000.0,-15700000.0,-17300000.0
Special Income Charges,-288600000.0,-143300000.0,-51800000.0,-122300000.0
Restructuring And Mergern Acquisition,288600000.0,143300000.0,51800000.0,122300000.0
Gain On Sale Of Security,684800000.0,493500000.0,519800000.0,-408200000.0
Operating Income,2477400000.0,2476600000.0,2038000000.0,2496000000.0
Operating Expense,1272900000.0,1207500000.0,1168100000.0,1070000000.0
Selling General And Administration,1272900000.0,1207500000.0,1168100000.0,1070000000.0
Selling And Marketing Expense,107400000.0,129600000.0,114200000.0,97300000.0
General And Administrative Expense,1165500000.0,1077900000.0,1053900000.0,972700000.0
Other Gand A,441900000.0,433800000.0,421300000.0,412200000.0
Rent And Landing Fees,723600000.0,644100000.0,632600000.0,560500000.0
Gross Profit,3750300000.0,3684100000.0,3206100000.0,3566000000.0
Cost Of Revenue,3564500000.0,3409500000.0,3254400000.0,2922400000.0
Total Revenue,7314800000.0,7093600000.0,6460500000.0,6488400000.0
Operating Revenue,7314800000.0,7093600000.0,6460500000.0,6488400000.0
