,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1479200000.0,1262200000.0,911200000.0,2121800000.0,
Repurchase Of Capital Stock,-620900000.0,-337200000.0,-254400000.0,-849800000.0,
Capital Expenditure,-274200000.0,-423400000.0,-307900000.0,-237600000.0,
End Cash Position,3417300000.0,2712900000.0,2143800000.0,1874700000.0,
Beginning Cash Position,2712900000.0,2143800000.0,1874700000.0,1624200000.0,
Effect Of Exchange Rate Changes,-1900000.0,-2400000.0,400000.0,9500000.0,
Changes In Cash,706300000.0,571500000.0,268700000.0,241000000.0,
Financing Cash Flow,-1277400000.0,-936600000.0,-1078600000.0,-2076900000.0,
Cash Flow From Continuing Financing Activities,-1277400000.0,-936600000.0,-1078600000.0,-2076900000.0,
Net Other Financing Charges,508800000.0,569500000.0,315500000.0,-83500000.0,
Proceeds From Stock Option Exercised,-22300000.0,-33300000.0,-18000000.0,-36200000.0,
Cash Dividends Paid,-1143000000.0,-1135600000.0,-1121700000.0,-1107400000.0,
Common Stock Dividend Paid,-1143000000.0,-1135600000.0,-1121700000.0,-1107400000.0,
Net Common Stock Issuance,-620900000.0,-337200000.0,-254400000.0,-849800000.0,
Common Stock Payments,-620900000.0,-337200000.0,-254400000.0,-849800000.0,
Investing Cash Flow,230300000.0,-177500000.0,128200000.0,-41500000.0,
Cash Flow From Continuing Investing Activities,230300000.0,-177500000.0,128200000.0,-41500000.0,
Net Other Investing Changes,-88600000.0,-171600000.0,-38400000.0,-3700000.0,
Net Investment Purchase And Sale,593100000.0,417500000.0,474500000.0,199800000.0,
Sale Of Investment,769100000.0,533400000.0,616600000.0,263600000.0,
Purchase Of Investment,-176000000.0,-115900000.0,-142100000.0,-63800000.0,
Net Business Purchase And Sale,,,0.0,0.0,-2450800000.0
Purchase Of Business,,,0.0,0.0,-2450800000.0
Net PPE Purchase And Sale,-274200000.0,-423400000.0,-307900000.0,-237600000.0,
Purchase Of PPE,-274200000.0,-423400000.0,-307900000.0,-237600000.0,
Operating Cash Flow,1753400000.0,1685600000.0,1219100000.0,2359400000.0,
Cash Flow From Continuing Operating Activities,1753400000.0,1685600000.0,1219100000.0,2359400000.0,
Change In Working Capital,169800000.0,5500000.0,193600000.0,-139900000.0,
Change In Other Working Capital,169800000.0,5500000.0,193600000.0,-139900000.0,
Other Non Cash Items,8000000.0,-106600000.0,-26300000.0,-180000000.0,
Stock Based Compensation,216900000.0,247300000.0,265600000.0,285400000.0,
Unrealized Gain Loss On Investment Securities,-1002700000.0,-760400000.0,-1070300000.0,87900000.0,
Depreciation Amortization Depletion,605500000.0,504200000.0,481600000.0,645800000.0,
Depreciation And Amortization,605500000.0,504200000.0,481600000.0,645800000.0,
Amortization Cash Flow,199700000.0,250100000.0,226800000.0,420100000.0,
Amortization Of Intangibles,199700000.0,250100000.0,226800000.0,420100000.0,
Depreciation,405800000.0,254100000.0,254800000.0,225700000.0,
Operating Gains Losses,-452400000.0,-340200000.0,-460800000.0,210600000.0,
Gain Loss On Investment Securities,-452400000.0,-340200000.0,-460800000.0,210600000.0,
Net Income From Continuing Operations,2208300000.0,2135800000.0,1835700000.0,1449600000.0,
