period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.01056,3.64,4.31,3.64,21,0.1018
+1q,4.4473,4.08,4.77656,4.08,21,0.09
0y,17.58168,17.4,18.0,15.38,24,0.1432
+1y,20.12484,19.51734,20.66914,17.58168,24,0.1446
