period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,5.36553,5.03,5.64,3.39,6,0.5828
+1q,5.27975,5.09,5.61,5.1,6,0.0352
0y,20.5924,20.14,21.4,19.77,7,0.0416
+1y,22.14879,21.35,22.9,20.5924,7,0.0756
