period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.69903,0.884,4.9,0.89,15,2.0326
+1q,6.26965,3.28,9.8,2.28,17,1.7498
0y,18.5465,12.02,30.31,10.61,19,0.748
+1y,16.00019,10.12,24.13,18.5465,18,-0.1373
