,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1245,17169363,3146457369,-0.0042
1,2025-12-31,Blackrock Inc.,0.09060001,12494817,2289800094,-0.0422
2,2025-12-31,State Street Corporation,0.044099998,6076730,1113621506,0.0147
3,2025-12-31,Alliancebernstein L.P.,0.0401,5529415,1013320562,0.0327
4,2025-12-31,"Geode Capital Management, LLC",0.0299,4121219,755254571,0.0089
5,2025-12-31,Morgan Stanley,0.028399998,3914224,717320668,0.1019
6,2025-12-31,Capital International Investors,0.023699999,3264323,598219815,12.0093
7,2025-12-31,"Shaw D.E. & Co., Inc.",0.0223,3078977,564253308,0.6021
8,2025-12-31,"FMR, LLC",0.0188,2592827,475161461,-0.4013
9,2025-12-31,Massachusetts Financial Services Co.,0.0138,1903422,348821105,-0.2591
