Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-31,2026-03-13,"[datetime.date(2026, 5, 6)]",1.81,1.66,1.73776,783099380,764000000,771748180
