period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.73776,1.66,1.81,1.73,15,0.0045
+1q,1.95781,1.9,2.01,1.88,14,0.0414
0y,7.62098,7.19549,7.718,7.16,18,0.0644
+1y,8.59312,8.29827,8.85,7.62098,18,0.1276
