period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.5566,2.52,2.66,2.85,28,-0.1029
+1q,2.44582,2.13,2.72,2.77,26,-0.117
0y,11.10723,10.58,12.0,12.03,31,-0.0767
+1y,11.08936,9.68,12.33,11.10723,32,-0.0016
