period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.41835,3.34,3.62,3.56,29,-0.0398
+1q,4.74468,4.64,4.87728,4.68,29,0.0138
0y,15.0579,14.83,15.38005,14.69,34,0.025
+1y,16.30944,15.7,17.24726,15.0579,34,0.083100006
