period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.60798,2.37,2.76,2.04,13,0.2784
+1q,3.02438,2.85,3.3,2.53,11,0.19540001
0y,11.85564,11.46,12.65,10.3,15,0.15100001
+1y,13.16605,12.35,13.82,11.85564,15,0.1105
