period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.69935,1.64,1.72,1.5,19,0.1329
+1q,2.13014,2.04,2.21,1.89,18,0.1271
0y,8.46085,7.99,8.60842,7.53,23,0.1236
+1y,9.67706,9.04,10.05,8.46085,22,0.1437
