Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-09 00:00:00-04:00,278.80277476620375,281.7249662600661,274.00563391657596,281.1065979003906,1639900,0.0,0.0
2026-03-10 00:00:00-04:00,280.90714576950467,284.4975293033504,279.1518403894008,280.63787841796875,2353800,0.0,0.0
2026-03-11 00:00:00-04:00,278.2442842721132,279.15185560625287,274.534226157568,276.2596130371094,1551900,0.0,0.0
2026-03-12 00:00:00-04:00,274.5043009276144,277.6359226270551,273.69646841248635,275.152587890625,1503900,0.0,0.0
2026-03-13 00:00:00-04:00,277.4763536577447,278.3839249929091,272.8786597893634,273.4471435546875,1342500,0.0,0.0
2026-03-16 00:00:00-04:00,278.7030546075936,278.9523863685823,271.49236912283766,272.3799743652344,1547800,0.0,0.0
2026-03-17 00:00:00-04:00,274.1499938964844,274.20001220703125,269.5,272.5899963378906,1333800,0.73,0.0
2026-03-18 00:00:00-04:00,269.510009765625,270.4800109863281,261.5,261.8399963378906,1728000,0.0,0.0
2026-03-19 00:00:00-04:00,259.5400085449219,260.42999267578125,252.66000366210938,258.70001220703125,2362800,0.0,0.0
2026-03-20 00:00:00-04:00,257.0299987792969,259.04998779296875,254.33999633789062,256.4800109863281,2877600,0.0,0.0
2026-03-23 00:00:00-04:00,259.1199951171875,264.0400085449219,257.0299987792969,261.1300048828125,1745200,0.0,0.0
2026-03-24 00:00:00-04:00,260.0,267.8699951171875,258.5799865722656,264.489990234375,1744500,0.0,0.0
2026-03-25 00:00:00-04:00,268.4599914550781,270.8999938964844,265.1099853515625,268.5400085449219,2191600,0.0,0.0
2026-03-26 00:00:00-04:00,268.92999267578125,269.92999267578125,263.2799987792969,264.25,1260200,0.0,0.0
2026-03-27 00:00:00-04:00,263.4200134277344,265.2300109863281,260.5400085449219,261.3699951171875,1720200,0.0,0.0
2026-03-30 00:00:00-04:00,262.0,265.4599914550781,261.70001220703125,262.489990234375,1485900,0.0,0.0
2026-03-31 00:00:00-04:00,261.04998779296875,266.29998779296875,259.760009765625,266.0199890136719,1874100,0.0,0.0
2026-04-01 00:00:00-04:00,267.45001220703125,270.8599853515625,265.55999755859375,269.5400085449219,1095900,0.0,0.0
2026-04-02 00:00:00-04:00,265.17999267578125,269.1099853515625,262.7099914550781,264.2799987792969,1000600,0.0,0.0
2026-04-06 00:00:00-04:00,263.1300048828125,267.1000061035156,262.4800109863281,267.0299987792969,794300,0.0,0.0
2026-04-07 00:00:00-04:00,265.7099914550781,266.5299987792969,259.239990234375,260.1875,401232,0.0,0.0
