period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4022789490,3798700000,4125491790,15,3695000000,0.0887
+1q,4383093830,4283100000,4645000000,15,4025200000,0.0889
0y,17571861000,16958800000,18971680750,19,16081200000,0.092700005
+1y,18623972050,17711060580,21256817340,19,17571861000,0.059899997
