period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1903840000,1884000000,1920000000,7,1811700000,0.0509
+1q,2157449930,2137000000,2180000000,7,2065400000,0.0446
0y,7360089960,7324000000,7399269500,9,6889100000,0.0684
+1y,7688502910,7646300000,7819282920,9,7360089960,0.0446
