,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.207,0.204354,0.206693,0.198
Normalized EBITDA,1521800000.0,1347700000.0,1237400000.0,1092500000.0
Net Income From Continuing Operation Net Minority Interest,839500000.0,698100000.0,630600000.0,539100000.0
Reconciled Depreciation,327300000.0,320100000.0,298800000.0,332600000.0
Reconciled Cost Of Revenue,4752300000.0,4572900000.0,4275500000.0,4116900000.0
EBITDA,1521800000.0,1347700000.0,1237400000.0,1092500000.0
EBIT,1194500000.0,1027600000.0,938600000.0,759900000.0
Net Interest Income,-122700000.0,-138100000.0,-135500000.0,-84700000.0
Interest Expense,135800000.0,150200000.0,143700000.0,87700000.0
Interest Income,13100000.0,12100000.0,8200000.0,3000000.0
Normalized Income,839500000.0,698100000.0,630600000.0,539100000.0
Net Income From Continuing And Discontinued Operation,839500000.0,698100000.0,630600000.0,539100000.0
Total Expenses,5700500000.0,5489700000.0,5124500000.0,4949200000.0
Total Operating Income As Reported,1188600000.0,1017100000.0,936400000.0,759900000.0
Diluted Average Shares,118300000.0,119100000.0,119000000.0,118500000.0
Basic Average Shares,117100000.0,117700000.0,117700000.0,116700000.0
Diluted EPS,7.1,5.86,5.3,4.55
Basic EPS,7.17,5.93,5.36,4.62
Diluted NI Availto Com Stockholders,839500000.0,698100000.0,630600000.0,539100000.0
Net Income Common Stockholders,839500000.0,698100000.0,630600000.0,539100000.0
Net Income,839500000.0,698100000.0,630600000.0,539100000.0
Net Income Including Noncontrolling Interests,839500000.0,698100000.0,630600000.0,539100000.0
Net Income Continuous Operations,839500000.0,698100000.0,630600000.0,539100000.0
Tax Provision,219200000.0,179300000.0,164300000.0,133100000.0
Pretax Income,1058700000.0,877400000.0,794900000.0,672200000.0
Other Income Expense,-7100000.0,-1700000.0,-6000000.0,-3000000.0
Other Non Operating Income Expenses,-7100000.0,-1700000.0,-6000000.0,-3000000.0
Net Non Operating Interest Income Expense,-122700000.0,-138100000.0,-135500000.0,-84700000.0
Interest Expense Non Operating,135800000.0,150200000.0,143700000.0,87700000.0
Interest Income Non Operating,13100000.0,12100000.0,8200000.0,3000000.0
Operating Income,1188600000.0,1017100000.0,936400000.0,759900000.0
Operating Expense,948200000.0,916800000.0,849000000.0,832300000.0
Selling General And Administration,948200000.0,916800000.0,849000000.0,832300000.0
Gross Profit,2136800000.0,1933900000.0,1785400000.0,1592200000.0
Cost Of Revenue,4752300000.0,4572900000.0,4275500000.0,4116900000.0
Total Revenue,6889100000.0,6506800000.0,6060900000.0,5709100000.0
Operating Revenue,6889100000.0,6506800000.0,6060900000.0,5709100000.0
