,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031400003,3664724,590350375,-0.0066000004
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,2943674,474196433,0.019
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0218,2540794,409296496,-0.019299999
3,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,1502082,241970383,-0.0094
4,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,1485516,239301766,0.0017
5,2025-12-31,JANUS INVESTMENT FUND-Janus Henderson Enterprise Fund,0.0123000005,1432866,230820378,-0.1972
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,1378375,222042423,-0.0184
7,2026-02-28,VanEck ETF Trust-VanEck Morningstar Wide Moat ETF,0.0111,1299732,209373823,-0.0146
8,2025-12-31,"T. Rowe Price Dividend Growth Fund, Inc.",0.0098,1143166,184152606,-0.0367
9,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Growth Index Fund,0.0084,976423,157291977,-0.026300002
