,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,26741000.0,31647000.0,43380000.0,13514000.0
Tax Rate For Calcs,0.221,0.231,0.241,0.233
Normalized EBITDA,1923000000.0,1589000000.0,1362000000.0,1152000000.0
Total Unusual Items,121000000.0,137000000.0,180000000.0,58000000.0
Total Unusual Items Excluding Goodwill,121000000.0,137000000.0,180000000.0,58000000.0
Net Income From Continuing Operation Net Minority Interest,1054000000.0,993000000.0,871000000.0,672000000.0
Reconciled Depreciation,367000000.0,222000000.0,206000000.0,186000000.0
Reconciled Cost Of Revenue,2935000000.0,2406000000.0,2187000000.0,1817000000.0
EBITDA,2044000000.0,1726000000.0,1542000000.0,1210000000.0
EBIT,1677000000.0,1504000000.0,1336000000.0,1024000000.0
Net Interest Income,-306000000.0,-201000000.0,-190000000.0,-148000000.0
Interest Expense,306000000.0,201000000.0,190000000.0,148000000.0
Normalized Income,959741000.0,887647000.0,734380000.0,627514000.0
Net Income From Continuing And Discontinued Operation,1054000000.0,993000000.0,871000000.0,672000000.0
Total Expenses,4261000000.0,3338000000.0,3043000000.0,2600000000.0
Diluted Average Shares,313000000.0,284000000.0,280800000.0,278658000.0
Basic Average Shares,310000000.0,282000000.0,279600000.0,277521000.0
Diluted EPS,3.16,3.46,3.05,2.37
Basic EPS,3.37,3.48,3.07,2.38
Diluted NI Availto Com Stockholders,989000000.0,981000000.0,858000000.0,659000000.0
Average Dilution Earnings,-54000000.0,0.0,0.0,
Net Income Common Stockholders,1043000000.0,981000000.0,858000000.0,659000000.0
Otherunder Preferred Stock Dividend,11000000.0,12000000.0,13000000.0,13000000.0
Net Income,1054000000.0,993000000.0,871000000.0,672000000.0
Minority Interests,-13000000.0,-9000000.0,0.0,0.0
Net Income Including Noncontrolling Interests,1067000000.0,1002000000.0,871000000.0,672000000.0
Net Income Continuous Operations,1067000000.0,1002000000.0,871000000.0,672000000.0
Tax Provision,304000000.0,301000000.0,275000000.0,204000000.0
Pretax Income,1371000000.0,1303000000.0,1146000000.0,876000000.0
Other Income Expense,175000000.0,137000000.0,180000000.0,61000000.0
Other Non Operating Income Expenses,54000000.0,7000000.0,5300000.0,3000000.0
Special Income Charges,-18000000.0,37000000.0,122000000.0,51000000.0
Gain On Sale Of Business,-2000000.0,31000000.0,143000000.0,5000000.0
Restructuring And Mergern Acquisition,16000000.0,-6000000.0,21000000.0,-46000000.0
Gain On Sale Of Security,139000000.0,100000000.0,58000000.0,7000000.0
Net Non Operating Interest Income Expense,-306000000.0,-201000000.0,-190000000.0,-148000000.0
Interest Expense Non Operating,306000000.0,201000000.0,190000000.0,148000000.0
Operating Income,1502000000.0,1367000000.0,1156000000.0,963000000.0
Operating Expense,1326000000.0,932000000.0,856000000.0,783000000.0
Other Operating Expenses,959000000.0,710000000.0,650000000.0,597000000.0
Depreciation Amortization Depletion Income Statement,367000000.0,222000000.0,206000000.0,186000000.0
Depreciation And Amortization In Income Statement,367000000.0,222000000.0,206000000.0,186000000.0
Amortization,312000000.0,178000000.0,166000000.0,147000000.0
Amortization Of Intangibles Income Statement,312000000.0,178000000.0,166000000.0,147000000.0
Depreciation Income Statement,55000000.0,44000000.0,40000000.0,39000000.0
Gross Profit,2828000000.0,2299000000.0,2012000000.0,1746000000.0
Cost Of Revenue,2935000000.0,2406000000.0,2187000000.0,1817000000.0
Total Revenue,5763000000.0,4705000000.0,4199000000.0,3563000000.0
Operating Revenue,5763000000.0,4705000000.0,4199000000.0,3563000000.0
