period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1908622120,1839527000,2073000000,11,1404000000,0.35939997
+1q,1775372480,1696000000,1849000000,10,1285000000,0.3816
0y,7174458360,7054200000,7452297110,12,5902000000,0.2156
+1y,7675098120,7367200000,8105000000,13,7174458360,0.0698
