period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,727134670,721700000,734100000,6,704380000,0.0323
+1q,738358170,732200000,742545000,6,721004000,0.0241
0y,2960988360,2941400000,2976728000,7,2895190000,0.0227
+1y,3045387670,3012228000,3079023000,7,2960988360,0.028499998
