period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.11711,1.88,2.24343,1.82,15,0.16319999
+1q,2.23374,2.16,2.30567,1.92,14,0.1634
0y,9.16279,8.7,9.50495,8.38,19,0.0934
+1y,10.7638,9.9,11.41,9.16279,19,0.17469999
