period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.48975,1.39,1.56,1.45,21,0.0274
+1q,1.87545,1.77,2.02,1.61,20,0.1649
0y,6.63698,6.45,6.81,5.93,28,0.1192
+1y,7.34198,6.6,7.88109,6.63698,27,0.1062
