period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,10681526380,10396328740,11166000000,12,9001000000,0.1867
+1q,11660368680,11423000000,11977000000,12,10151000000,0.1487
0y,48277086330,47598433240,49801000000,16,42322000000,0.1407
+1y,53222918470,51689000000,55647627450,15,48277086330,0.1024
