,2026-02-28,2025-11-30,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31
Free Cash Flow,18400000.0,458300000.0,206100000.0,-2400000.0,78400000.0,,
Repurchase Of Capital Stock,-10900000.0,-5600000.0,-2700000.0,-9300000.0,-17200000.0,,
Repayment Of Debt,-502200000.0,-252200000.0,-2100000.0,-2100000.0,-11500000.0,,
Issuance Of Debt,497400000.0,300000.0,1500000.0,900000.0,0.0,,
Capital Expenditure,-32500000.0,-83700000.0,-52700000.0,-48300000.0,-37100000.0,,
End Cash Position,177700000.0,95900000.0,94900000.0,124100000.0,102800000.0,,
Beginning Cash Position,95900000.0,94900000.0,124100000.0,102800000.0,186100000.0,,
Effect Of Exchange Rate Changes,11600000.0,4600000.0,14400000.0,31200000.0,-6500000.0,,
Changes In Cash,70200000.0,-3600000.0,-43600000.0,-9900000.0,-76800000.0,,
Financing Cash Flow,781700000.0,-462600000.0,-235400000.0,12300000.0,-155200000.0,,
Cash Flow From Continuing Financing Activities,781700000.0,-462600000.0,-235400000.0,12300000.0,-155200000.0,,
Net Other Financing Charges,-14800000.0,24500000.0,-10400000.0,-4900000.0,13400000.0,,
Proceeds From Stock Option Exercised,12600000.0,5800000.0,1800000.0,6600000.0,6700000.0,,
Cash Dividends Paid,-128900000.0,-120800000.0,-120700000.0,-120800000.0,-120700000.0,,
Common Stock Dividend Paid,-128900000.0,-120800000.0,-120700000.0,-120800000.0,-120700000.0,,
Net Common Stock Issuance,-10900000.0,-5600000.0,-2700000.0,-9300000.0,-17200000.0,,
Common Stock Payments,-10900000.0,-5600000.0,-2700000.0,-9300000.0,-17200000.0,,
Net Issuance Payments Of Debt,923700000.0,-366500000.0,-103400000.0,140700000.0,-37400000.0,,
Net Short Term Debt Issuance,928500000.0,-114600000.0,-102800000.0,141900000.0,-25900000.0,,
Net Long Term Debt Issuance,-4800000.0,-251900000.0,-600000.0,-1200000.0,-11500000.0,,
Long Term Debt Payments,-502200000.0,-252200000.0,-2100000.0,-2100000.0,-11500000.0,,
Long Term Debt Issuance,497400000.0,300000.0,1500000.0,900000.0,0.0,,
Investing Cash Flow,-762400000.0,-83000000.0,-67000000.0,-68100000.0,-37100000.0,,
Cash Flow From Continuing Investing Activities,-762400000.0,-83000000.0,-67000000.0,-68100000.0,-37100000.0,,
Net Other Investing Changes,,,,,,5700000.0,0.0
Net Business Purchase And Sale,-729900000.0,0.0,-14300000.0,-19800000.0,0.0,,
Purchase Of Business,-729900000.0,0.0,-14300000.0,-19800000.0,0.0,,
Capital Expenditure Reported,-32500000.0,-83700000.0,-52700000.0,-48300000.0,-37100000.0,,
Operating Cash Flow,50900000.0,542000000.0,258800000.0,45900000.0,115500000.0,,
Cash Flow From Continuing Operating Activities,50900000.0,542000000.0,258800000.0,45900000.0,115500000.0,,
Dividend Received Cfo,13900000.0,18400000.0,16800000.0,14300000.0,8300000.0,,
Change In Working Capital,-190500000.0,237800000.0,-31800000.0,-187500000.0,-102300000.0,,
Change In Other Working Capital,-145600000.0,87000000.0,38200000.0,-134500000.0,-84900000.0,,
Change In Payables And Accrued Expense,-98700000.0,63700000.0,12000000.0,-3600000.0,-70900000.0,,
Change In Payable,-98700000.0,63700000.0,12000000.0,-3600000.0,-70900000.0,,
Change In Account Payable,-98700000.0,63700000.0,12000000.0,-3600000.0,-70900000.0,,
Change In Inventory,35100000.0,49900000.0,-6900000.0,-7400000.0,-11700000.0,,
Change In Receivables,18700000.0,37200000.0,-75100000.0,-42000000.0,65200000.0,,
Changes In Account Receivables,18700000.0,37200000.0,-75100000.0,-42000000.0,65200000.0,,
Other Non Cash Items,15000000.0,,,,,,
Stock Based Compensation,20700000.0,8900000.0,7700000.0,9600000.0,20000000.0,,
Deferred Tax,-7500000.0,9300000.0,-3700000.0,-2900000.0,-9200000.0,,
Deferred Income Tax,-7500000.0,9300000.0,-3700000.0,-2900000.0,-9200000.0,,
Depreciation Amortization Depletion,63000000.0,59200000.0,61200000.0,57100000.0,53800000.0,,
Depreciation And Amortization,63000000.0,59200000.0,61200000.0,57100000.0,53800000.0,,
Operating Gains Losses,-886000000.0,-18200000.0,-16900000.0,-18600000.0,-18500000.0,,
Earnings Losses From Equity Investments,-19200000.0,-18200000.0,-16900000.0,-18600000.0,-18500000.0,,
Gain Loss On Investment Securities,-866800000.0,,,,,,
Net Income From Continuing Operations,1022300000.0,226600000.0,225500000.0,173900000.0,163400000.0,,
